id   |nome                                                        |precoCusto|precoVenda|ncm     |referencia    |dataCriacao        
7007 |SHAMPOO SEDA LISO PERFEITO 325ML                            |76,00     |76000,00  |33051000|              |31/10/2015 16:25:30
7008 |ABSORVENTE ALWAYS SUAVE C/ABAS                              |164,00    |41000,00  |481840  |              |31/10/2015 16:16:08
7009 |PIRULITO BOAVIST.PELOTAO ACIDO 24UN S.                      |224,00    |56000,00  |170490  |              |31/10/2015 13:45:38
7010 |AQUARIUS LIMAO 1,5L                                         |204,00    |51000,00  |01011090|              |31/10/2015 10:32:54
7011 |SUCO ADORALLE JABUTICABA 30G                                |30,00     |7500,00   |210690  |              |28/10/2015 13:49:59
7012 |SUCO ADORALLE LARANJA 30G                                   |30,00     |7500,00   |210690  |              |28/10/2015 13:49:18
7013 |MASSA PASTEL DISCAO SOL 500G                                |265,00    |53000,00  |01011090|              |28/10/2015 09:02:10
7014 |CARNE MOIDA CONG.BOVINO                                     |540,00    |135000,00 |01011090|              |27/10/2015 16:55:47
7015 |CARNE BOV.CUBOS TEMP.CONG.CUPIM FACIL                       |0,00      |190000,00 |01011090|              |27/10/2015 16:54:31
7016 |MORTADELA BOLONHA VERONEZA                                  |340,00    |169900,00 |01011090|              |27/10/2015 13:50:59
7017 |LINGUICA FRANGO P B 1KG                                     |223,00    |111600,00 |01011090|              |27/10/2015 13:46:47
7018 |AGUA DE COCO LA FRUIT 200ML                                 |60,00     |12000,00  |01011090|              |22/10/2015 09:52:12
7019 |CONDICIONADOR COLORAMA CAMOMILA 400ML                       |204,00    |51000,00  |01011090|              |05/11/2015 17:37:18
7020 |PILHA EVERADAY PEQUENA                                      |30,00     |7500,00   |01029019|              |08/01/2016 14:22:23
7021 |SHAMPOO COLORAMA CAMOMILA 400ML                             |0,00      |47000,00  |01011090|              |05/11/2015 17:38:26
7022 |SANDALIA IPANEMA FIT SUMMER ROSA/ROXO 35                    |144,00    |144000,00 |01011090|              |05/11/2015 17:43:26
7023 |LIMPA ALUMINIO LUMIL VERDELIMAO 500ML                       |110,00    |22000,00  |340290  |              |12/11/2015 18:54:32
7024 |DESINFETANTE AZULIM ERVA DOCE 2LT                           |200,00    |66500,00  |380894  |              |12/11/2015 18:51:56
7025 |LANTERNA REC.8LED +IW 1LED REF 8691                         |252,00    |252000,00 |851310  |              |12/11/2015 18:31:56
7026 |LANTERNA REC.1 LED MEDIA REF 8872                           |414,00    |207000,00 |851310  |              |12/11/2015 18:29:44
7027 |LANTERNA REC.1 LED/1W REF 8604                              |714,00    |238000,00 |851310  |              |12/11/2015 18:28:38
7028 |AP GILLETTE FUSION PROGLIDE FLEXBALL                        |1008,00   |336000,00 |821210  |              |12/11/2015 18:17:16
7029 |CARGA FUSION PROGLIDE REGULAR C/2                           |1070,00   |356500,00 |821210  |              |12/11/2015 18:16:03
7030 |CONDI. SEDA PUREZA REFRESCANTE 325ML                        |328,00    |82000,00  |33059000|              |12/11/2015 18:13:48
7031 |AMENDOIM SINHA 500G                                         |208,00    |52000,00  |440799  |              |12/11/2015 16:47:39
7032 |CARNE COXAO DURO DE BOVINO S/O                              |0,00      |207500,00 |020220  |              |10/11/2015 18:40:04
7033 |CARNE COSTELA DO TRASEIRO CONG.BOV.C/O                      |502,00    |167300,00 |01011090|              |10/11/2015 18:37:37
7034 |BACON OLHOS D´AGUA                                          |717,00    |239000,00 |01011090|              |10/11/2015 18:36:13
7035 |PELE DE PORCO PURURUCA OLHOS D´AGUA                         |20,00     |20000,00  |01011090|              |10/11/2015 18:35:15
7036 |BISC LIANE WAFFER LIMAO 115G                                |38,00     |12500,00  |01011090|              |07/11/2015 13:52:15
7037 |BISC LIANE WAFFER CHOCOLATE 115G                            |0,00      |14000,00  |19053200|              |07/11/2015 13:51:20
7038 |BICARBONATO SODIO PACHA 80G                                 |28,00     |14000,00  |01011090|              |07/11/2015 13:48:52
7039 |BALA FRE.LOV.CATS MIX SABORES 584G                          |240,00    |60000,00  |17049010|              |07/11/2015 13:47:22
7040 |PILHA EVEREADY ALC.GOLD PALITO AAA2                         |109,00    |54500,00  |850610  |              |05/11/2015 17:56:35
7041 |DESODORANTE GIOVANNA BABY A.VERDE (CANDY) 150ML             |196,00    |98000,00  |330720  |              |05/11/2015 17:51:49
7042 |SABONETE DAVENE LA FRUTA MORANGO 180G                       |150,00    |30000,00  |340111  |              |05/11/2015 17:48:17
7043 |SABONETE DAVENE LA FLORE ERVA DOCE 180G                     |180,00    |36000,00  |34011190|              |05/11/2015 17:47:18
7044 |SANDALIA IPANEMA MARI ROSA/ROSA 35                          |240,00    |239500,00 |01011090|              |05/11/2015 17:41:46
7045 |ESMALTE IMPA.ENCONTRO MARCADO                               |25,00     |25000,00  |01011090|              |08/01/2016 14:41:46
7046 |ESMALTE IMPA.SU.COB.CIGANA                                  |75,00     |25000,00  |01011090|              |08/01/2016 14:43:50
7047 |ESMALTE IMP.ISIS VALVERDE VER.FOS.CAMILA                    |83,00     |41500,00  |01011090|              |08/01/2016 14:47:01
7048 |SHAMPOO SEDA OLEO HIDRA.325ML                               |380,00    |76000,00  |33051000|              |19/02/2016 15:11:56
7049 |REPELENTE OFF LOÇAO SENSITIVE 200ML                         |376,00    |188000,00 |380891  |              |19/02/2016 15:09:36
7050 |ESCOVA J&J REACH ECO MEDIA                                  |41,00     |20500,00  |01011090|              |19/02/2016 15:06:02
7051 |CREME PENTEAR TRESEMME DETOX CAPILAR 300ML                  |320,00    |106500,00 |01011090|              |19/02/2016 15:03:00
7052 |COND.TRESEMME DETOX CAPILAR 400ML                           |116,00    |116000,00 |01011090|              |19/02/2016 15:01:43
7053 |COND.SEDA OLEO HID.325ML                                    |188,00    |94000,00  |33059000|              |19/02/2016 14:59:41
7054 |COND.SEDA CERAMIDAS 325ML                                   |188,00    |94000,00  |33059000|              |19/02/2016 14:58:58
7055 |ABS S LIVRE TRI PRO.S/A                                     |0,00      |40000,00  |01011090|              |19/02/2016 14:57:35
7056 |CREMINHO DE IORGUTE 60G                                     |0,00      |7500,00   |210500  |              |19/02/2016 14:27:14
7057 |ACAI TRADICIONAL 220ML                                      |80,00     |80000,00  |21050010|              |19/02/2016 14:25:15
7058 |SORVETE YOGURT 60G                                          |113,00    |37500,00  |21050010|              |19/02/2016 14:23:06
7059 |DESINF.MICO CAMPESTRE 2LT                                   |116,00    |38500,00  |380894  |              |19/02/2016 08:18:05
7060 |SALAME ITALIANO PEQ SEARA                                   |555,00    |185000,00 |01011090|              |16/02/2016 15:11:05
7061 |ACHOCOLATADO ITALAC 200ML                                   |10,00     |10000,00  |01011090|              |16/02/2016 14:59:24
7062 |BOMBOM SONHO VALSA 1,1KG                                    |763,00    |381500,00 |01011090|              |15/02/2016 15:30:19
7063 |SABONETE LA FLORE VANILLA 180G                              |148,00    |37000,00  |34011190|              |15/02/2016 15:18:10
7064 |SABONETE LA FLORE CEREJA 180G                               |144,00    |36000,00  |34011190|              |15/02/2016 15:14:42
7065 |LIQUIDIFICADOR 3V MALLORY 220V TORNADO                      |976,00    |975500,00 |850940  |              |13/02/2016 10:25:50
7066 |REGISTRO GAS C/MANG IMAR                                    |935,00    |187000,00 |01011090|              |13/02/2016 10:23:38
7067 |PAPEL HIG.DU PERSONAL COMF.BCO 30MT                         |222,00    |55500,00  |01011090|              |13/02/2016 10:21:18
7068 |LAMPADA ELET DULLUX STAR 220X20W  OSRAM                     |660,00    |132000,00 |85393100|              |13/02/2016 10:12:51
7069 |SHAMPOO TRESEMME DETOX CAPILAR 400ML                        |300,00    |100000,00 |01011090|              |19/02/2016 15:13:10
7070 |COPO VDO M.USO ITAPEMA LUVA WH0030                          |420,00    |84000,00  |01011090|              |13/02/2016 10:05:08
7071 |BALA SABOR BRASIL CEREJA 600G                               |0,00      |50000,00  |170490  |              |19/02/2016 16:17:38
7072 |BISC FOFINHO FLOCOS 110G                                    |22,00     |11000,00  |19053100|              |19/02/2016 16:23:45
7073 |MACARRAO NISSIM GALINHA 85G                                 |16,00     |16000,00  |01011090|              |14/03/2016 10:14:19
7074 |SABONETE LA FLORE MARACUJA 180G                             |108,00    |36000,00  |34011190|              |12/03/2016 14:52:09
7075 |BALA FREG.CERJA/CHOC. 584G                                  |104,00    |52000,00  |170490  |              |12/03/2016 14:31:12
7076 |NESLTE FARLACT TRDL SACHET 210G                             |212,00    |53000,00  |19011020|              |12/03/2016 09:03:14
7077 |MUCILON MILHO SACHET 230G                                   |159,00    |53000,00  |190110  |              |12/03/2016 09:00:47
7078 |SABAO PO BLENDOL 5KG                                        |1385,00   |277000,00 |01011090|              |11/03/2016 16:29:40
7079 |PRENDEDOR ROUPA PLAST. GABOARDI                             |80,00     |16000,00  |01011090|              |11/03/2016 16:27:31
7080 |PAPEL HIG.PERSONAL DUP F VIP PER 30MT                       |290,00    |58000,00  |48181000|              |11/03/2016 16:24:08
7081 |AZEITONA VDE RAIOLITA 100G                                  |0,00      |27000,00  |20057000|              |11/03/2016 16:06:27
7082 |SUCO REFRESKANT GOIABA 140G                                 |88,00     |17500,00  |210690  |              |10/03/2016 10:14:53
7083 |SUCO REFRESKANT LIMAO 140G                                  |18,00     |17500,00  |210690  |              |10/03/2016 10:13:35
7084 |SUCO REFRESKANT MANGA 140G                                  |88,00     |17500,00  |210690  |              |10/03/2016 10:12:21
7085 |SUCO REFRESKANT TANGERINA 140G                              |18,00     |17500,00  |210690  |              |10/03/2016 10:10:48
7086 |SUCO REFRESKANT LAR/MAMAO 25G                               |36,00     |9000,00   |210690  |              |10/03/2016 10:09:24
7087 |MORTADELA MISTA SADIA 400G                                  |117,00    |58500,00  |16010000|              |09/03/2016 17:07:50
7088 |BISC CHOCOBEL ROSQ CHOC 800GR                               |290,00    |58000,00  |01011090|              |05/03/2016 08:45:05
7089 |AGUARIUS UVA 510ML                                          |84,00     |28000,00  |01011090|              |27/02/2016 17:40:46
7090 |MARTADELA FRANGO PERDIGAO 400GR                             |108,00    |27000,00  |01011090|              |26/02/2016 16:51:52
7091 |MARG DORIANA COM SAL 500GR                                  |0,00      |79500,00  |01011090|              |24/02/2016 14:51:09
7092 |MORTADELA CONF MINI 1KG                                     |448,00    |112000,00 |16010000|              |24/02/2016 14:39:35
7093 |FRANGO TRILHA CONG                                          |168,00    |56100,00  |01011090|              |20/02/2016 10:12:25
7094 |BISC FOFINHO CHOCKANTE 110G                                 |55,00     |11000,00  |19053100|              |19/02/2016 16:22:49
7095 |MASSA TIO JORGE SEM.ESPAGUETE 500G                          |65,00     |21600,00  |01011090|              |21/10/2015 16:46:40
7096 |COPO VDO M.USO BAHIA LUVA WH003                             |252,00    |84000,00  |01011090|              |13/02/2016 10:03:47
7097 |VINAGRE NEVAL ALCOOL 750ML                                  |100,00    |19900,00  |01011090|              |06/02/2016 15:18:24
7098 |OLEO ESSEN.ZUPP ERVA DOCE 120ML                             |164,00    |41000,00  |340290  |              |22/01/2016 16:21:28
7099 |LIMPEZA PESADA ZUPP ERVAS CITRUS 500ML                      |119,00    |39500,00  |340290  |              |22/01/2016 16:04:38
7100 |ESPONJA ANDIADERENTE ZUPP SPONGE                            |0,00      |23000,00  |68053090|              |22/01/2016 16:02:41
7101 |PA LIXO 1506                                                |498,00    |166000,00 |01011090|              |21/01/2016 09:10:14
7102 |AMENDOIM VELLY TORRADO SAL.60G                              |35,00     |11500,00  |01011090|              |21/01/2016 09:08:08
7103 |MORTADELA PERDIGAO 400G                                     |56,00     |56000,00  |01011090|SALAME PERDIGÃO|20/01/2016 15:50:58
7104 |SUCO DV FRUT CITRUS 450ML                                   |74,00     |24500,00  |01011090|              |16/01/2016 10:37:16
7105 |BISC FOFI. CHOCOLATE 110G                                   |36,00     |12000,00  |19053100|              |15/01/2016 16:49:07
7106 |BISC FOFI.CHOC+MORA.110G                                    |40,00     |10000,00  |01011090|              |15/01/2016 16:47:36
7107 |BISC FOFI.MORANGO  110G                                     |0,00      |12000,00  |19053100|              |15/01/2016 16:45:38
7108 |SANDALIA HAV C.GREEN NEON 35/6                              |0,00      |130000,00 |01011090|              |15/01/2016 14:18:09
7109 |CREME LEITE ITALAC C/TAMPA 1KG                              |200,00    |100000,00 |04022130|              |15/01/2016 13:42:29
7110 |CHICLE BUZZY TATUAGEM HORTELA 400G                          |65,00     |65000,00  |01011090|              |15/01/2016 13:39:13
7111 |APRESUNTADO PERDIGAO                                        |0,00      |218500,00 |01011090|              |14/01/2016 09:01:20
7112 |CARNE CAPA DE FILE RESF.BOI BRASIL                          |585,00    |195000,00 |01011090|              |13/01/2016 13:33:18
7113 |TEMPERO P/CHURRASCO SABO.SACHET 500G                        |21,00     |21000,00  |210390  |              |11/01/2016 11:20:04
7114 |APARELHO DE BARBA SU.BAR.METAL                              |0,00      |48000,00  |821210  |              |09/01/2016 11:21:53
7115 |AGUARDENTE YPIOCA EMP.OURO EXP V/A 965ML                    |388,00    |194000,00 |01011090|              |09/01/2016 09:02:06
7116 |LEITE DE COCO DUCOCO 200ML                                  |145,00    |29000,00  |0401    |              |08/01/2016 17:06:13
7117 |VODKA NORDKA 1000ML                                         |230,00    |230000,00 |22086000|              |08/01/2016 14:51:35
7118 |ESMALTE IMP.NOSTALGIA                                       |50,00     |25000,00  |01011090|              |08/01/2016 14:48:23
7119 |OLEO ESSEN.ZUPP CITRONELA 120ML                             |126,00    |42000,00  |34029021|              |22/01/2016 16:22:47
7120 |CATHUP GOIALLI PET 390G                                     |190,00    |38000,00  |210320  |              |13/02/2016 09:55:27
7121 |SACO AZUL PARA LIXO ZUPP 15L                                |75,00     |25000,00  |392329  |              |22/01/2016 16:24:15
7122 |FRALDA PERSONALREG.GD 9UN                                   |267,00    |89000,00  |48184010|              |23/01/2016 09:07:58
7123 |SACO LIXO LEVFORT 10X50LT                                   |150,00    |50000,00  |39232910|              |06/02/2016 15:16:26
7124 |LENÇO UMED.HUGGIES B.WIPES C/48F                            |158,00    |52500,00  |01011090|              |06/02/2016 15:13:04
7125 |COALHO ESTRELLA 200ML                                       |111,00    |55500,00  |01011090|              |06/02/2016 15:04:48
7126 |CON.SEDA PRETOS LUMINOSOS 325ML                             |282,00    |94000,00  |33059000|              |06/02/2016 09:17:45
7127 |ABS ALWAYS BAS.SUAVE C/ABAS L8P7                            |150,00    |30000,00  |48184010|              |06/02/2016 09:14:51
7128 |SUCO REFRESKANT CAJU 25G                                    |45,00     |9000,00   |210690  |              |01/02/2016 15:57:49
7129 |SUCO REFRESKANT FRU.VER.140G                                |35,00     |17500,00  |210690  |              |01/02/2016 15:55:25
7130 |SUCO REFRESKANT MORANGO 140G                                |0,00      |17500,00  |210690  |              |01/02/2016 15:54:09
7131 |SUCO REFRESKANT CAJU 140G                                   |88,00     |17500,00  |210690  |              |01/02/2016 15:52:40
7132 |H2OH LIMAO C/GAS PET 1,5LT                                  |100,00    |50000,00  |01011090|              |28/01/2016 19:43:29
7133 |PALMITO ITIPU ACAI RODELA COPO 130G                         |88,00     |87500,00  |01011090|              |28/01/2016 10:39:30
7134 |AMACIANTE TUFF PLUS PELUCIA 2LT                             |0,00      |59500,00  |38099190|              |25/01/2016 16:45:55
7135 |LA DE ACO AZULIM 8UN                                        |23,00     |11500,00  |01011090|              |25/01/2016 16:38:40
7136 |ESPONJA DUPLA FACE AZULIM                                   |20,00     |6500,00   |680530  |              |25/01/2016 16:35:59
7137 |ESPONJA ALUMIL ACO INOX 10G                                 |57,00     |19000,00  |01011090|              |25/01/2016 16:31:46
7138 |DESINF.AZULIM ABSOLUTE 2LT                                  |200,00    |66500,00  |380894  |              |25/01/2016 16:29:58
7139 |DESINFETANTE +FAMILIA HERBAL 2L                             |0,00      |39500,00  |380991  |              |25/01/2016 09:00:11
7140 |BOMBA TERERE REF 31 024                                     |255,00    |85000,00  |82159990|              |23/01/2016 16:41:17
7141 |ERVA TER.TERRAMATE BOLDO MENTA 500G                         |476,00    |119000,00 |09030090|              |23/01/2016 16:39:38
7142 |COND.SEDA REST.INST.325ML                                   |94,00     |94000,00  |33059000|              |23/01/2016 09:29:48
7143 |COND.SEDA BRILHO GLOSS 325ML                                |83,00     |82500,00  |01011090|              |23/01/2016 09:28:49
7144 |FRALDA PERSONAL REG.EXGD 8UN                                |0,00      |89000,00  |48184010|              |23/01/2016 09:05:08
7145 |CREME HID KANECHOMN JABORANDI 1KG                           |53,00     |52500,00  |01011090|              |18/08/2016 13:13:50
7146 |PRATO LAMINADO NR 05 28.0CM                                 |60,00     |12000,00  |842191  |              |12/10/2015 10:19:37
7147 |BANDEJA LAMINADA B6 37X46                                   |31,00     |31000,00  |842191  |              |12/10/2015 10:19:37
7148 |SUCO ADES MACA 200ML                                        |66,00     |16500,00  |01011090|              |12/10/2015 10:19:37
7149 |SABONETE PROTEX AVEIA 90G                                   |0,00      |23500,00  |34011190|              |12/10/2015 10:19:37
7150 |MARGARINA DELICIA 500G CREM.                                |94,00     |47000,00  |01011090|              |12/10/2015 10:19:37
7151 |BISC LIANE DIVERSAO RECH.CHOC.115G                          |0,00      |12000,00  |01011090|              |12/10/2015 10:19:37
7152 |DESINF LAVANDA STILL 500ML                                  |52,00     |13000,00  |380991  |              |12/10/2015 10:19:37
7153 |SABONETE PAL.S.GELEIA REAL90G                               |56,00     |14000,00  |34011190|              |12/10/2015 10:19:37
7154 |BALA ICEKISS SORTIDA ME.600G                                |100,00    |50000,00  |01011090|              |12/10/2015 10:19:37
7155 |BOTA BOR 7 LEGUAS C/CU.BCA 40                               |337,00    |337000,00 |01011090|              |12/10/2015 10:19:37
7156 |BOTA BOR 7 LEGUAS C/CU.BCA 39                               |674,00    |337000,00 |01011090|              |12/10/2015 10:19:37
7157 |BISC NESTLE RECH.GALAK 140G                                 |45,00     |22500,00  |01011090|              |12/10/2015 10:19:37
7158 |BOTA BOR 7 LEGUAS C/CU.BCA 38                               |1685,00   |337000,00 |01011090|              |12/10/2015 10:19:37
7159 |REFRIG SPRITE 2LT                                           |110,00    |55000,00  |01011090|              |12/10/2015 10:19:37
7160 |CERVEJA KAISER LATA 350ML                                   |18,00     |18000,00  |22030000|              |12/10/2015 10:19:37
7161 |OLEO SOJA COMIGO PET 900ML                                  |138,00    |69000,00  |15079090|              |12/10/2015 10:19:37
7162 |TOALHA DE PAPEL SNOB BCO2X60                                |195,00    |39000,00  |01011090|              |12/10/2015 10:19:37
7163 |EXTRATO TOM.LTA D`AJUDA 340G                                |23,00     |22500,00  |200290  |              |12/10/2015 10:19:37
7164 |OLEO SOJA GRANOL LATA 900ML                                 |240,00    |48000,00  |15079011|              |12/10/2015 10:19:37
7165 |AZEITE E.VIRGEM C.VIEIRA250ML                               |440,00    |88000,00  |150990  |              |12/10/2015 10:19:37
7166 |GELATINA MORANGO REGULAR 30G                                |0,00      |13000,00  |21069029|              |12/10/2015 10:19:37
7167 |GELATINA LIMAO REGULAR 30G                                  |26,00     |13000,00  |21069029|              |12/10/2015 10:19:37
7168 |BOTA BOR 7 LEGUAS C/CU.BCA37                                |1348,00   |337000,00 |01011090|              |12/10/2015 10:19:37
7169 |ESMALTE IMP..BRIL.GLIMMER                                   |153,00    |30600,00  |01011090|              |12/10/2015 10:19:37
7170 |ESMALTE IMP.BRIL.SUNSHINE                                   |92,00     |30600,00  |01011090|              |12/10/2015 10:19:37
7171 |BATATA REFINATA COSTELA  PO.45G                             |35,00     |35000,00  |01011090|              |12/10/2015 10:19:37
7172 |OLEO DE SOJA BREJEIRO 900ML                                 |89,00     |29700,00  |150790  |              |12/10/2015 10:19:37
7173 |LIQUI EL.B&D 3V 220V LF900C/F                               |4094,00   |1023500,00|01011090|              |12/10/2015 10:19:37
7174 |FERRO ELET.B&DECKER SECO 220V                               |1200,00   |400000,00 |01011090|              |12/10/2015 10:19:37
7175 |POTE CIV VIDRO PRATIK 1.2LT                                 |0,00      |56500,00  |01011090|              |12/10/2015 10:19:37
7176 |COPO CIV JG BRASILIS AZ.280ML                               |121,00    |60500,00  |01011090|              |12/10/2015 10:19:37
7177 |COPO CIV JG BRASILIS BC 280ML                               |261,00    |87000,00  |01011090|              |12/10/2015 10:19:37
7178 |BLOQUEADOR SO.SUNDOWN FPS30                                 |1590,00   |397500,00 |330499  |              |12/10/2015 10:19:37
7179 |PROTETOR SOLAR L.FPS60 200ML                                |1193,00   |397500,00 |01011090|              |12/10/2015 10:19:37
7180 |DESOD REXONA MASC TUNING 90G                                |0,00      |123500,00 |330720  |              |12/10/2015 10:19:37
7181 |BISC NE.PA.TE.R.CHO MOR140G                                 |84,00     |21000,00  |01011090|              |12/10/2015 10:19:37
7182 |BISC NE.PAS.TE.LEITE CHO140G                                |39,00     |19500,00  |01011090|              |12/10/2015 10:19:37
7183 |BISC NES.PAS.TEMPO CA.CH140G                                |0,00      |21000,00  |01011090|              |12/10/2015 10:19:37
7184 |BISC NESTLE NEGRESCO RE.140G                                |25,00     |25000,00  |19053100|              |12/10/2015 10:19:37
7185 |BISC NESTLE BONO RECH CHO140G                               |48,00     |24000,00  |19053100|              |12/10/2015 10:19:37
7186 |BISC MABEL WAFER CHOCO.115G                                 |48,00     |16000,00  |01011090|              |12/10/2015 10:19:37
7187 |SUCO ABACAXI NUTRI.INT.1LT                                  |70,00     |35000,00  |01011090|              |12/10/2015 10:19:37
7188 |CURATIVO SALVELOX C/35                                      |173,00    |57500,00  |30051020|              |12/10/2015 10:19:37
7189 |ESCORREDOR DE MASSAS JAG.R013                               |300,00    |60000,00  |01011090|              |12/10/2015 10:19:37
7190 |INSETICIDA BAYGON M.T. 285ML                                |0,00      |98500,00  |38089119|              |12/10/2015 10:19:37
7191 |COLHER DESC.PRAFESTA R.CRIS.                                |87,00     |29000,00  |01011090|              |12/10/2015 10:19:37
7192 |BOMBOM OURO BRANCO 1KG                                      |0,00      |409500,00 |19053200|              |12/10/2015 10:19:37
7193 |GELATINA FRAMBOESA REGULAR30G                               |26,00     |13000,00  |21069029|              |12/10/2015 10:19:37
7194 |GELATINA CEREJA REGULAR 30G                                 |14,00     |13500,00  |21069029|              |12/10/2015 10:19:37
7195 |GELATINA ABACAXI REGULAR 30G                                |27,00     |13500,00  |21069029|              |12/10/2015 10:19:37
7196 |SUCO MARACUJA REFRESKANT140G                                |53,00     |17500,00  |210690  |              |12/10/2015 10:19:37
7197 |TONICO CA.TRIHAIR URTIGA120ML                               |375,00    |75000,00  |01011090|              |12/10/2015 10:19:37
7198 |HIDRADOSE F.FL.POS PROG.15ML                                |27,00     |27000,00  |01011090|              |12/10/2015 10:19:37
7199 |HIDRADOSE F.FL.HOT OIL K.15ML                               |150,00    |37500,00  |01011090|              |12/10/2015 10:19:37
7200 |HIDRAT DOVE NUTRICAO ES.200ML                               |200,00    |100000,00 |330720  |              |12/10/2015 10:19:37
7201 |LIMPADOR DE LINGUA HILLO 1UN                                |240,00    |48000,00  |01011090|              |12/10/2015 10:19:37
7202 |ESMALTE RI.MODA SAPAT.DE MICA                               |158,00    |31500,00  |01011090|              |12/10/2015 10:19:37
7203 |ESMALTE RISQUE CREMOSO NUDE                                 |70,00     |35000,00  |01011090|              |12/10/2015 10:19:37
7204 |ESMALTE IMP.TR.VIDA.VD PASSA.                               |78,00     |26000,00  |01011090|              |12/10/2015 10:19:37
7205 |ESMALTE IMP.ANOS DOU A MAO                                  |135,00    |27000,00  |01011090|              |12/10/2015 10:19:37
7206 |ESMALTE COL.VERNIZ 2X1 40GRAU                               |100,00    |25000,00  |01011090|              |12/10/2015 10:19:37
7207 |DESCOLORANTE YAMA CAMOMILA50G                               |76,00     |76000,00  |01011090|              |12/10/2015 10:19:37
7208 |CREME P/PEN.FRUCTIS N.V.250ML                               |0,00      |54000,00  |01011090|              |12/10/2015 10:19:37
7209 |MILHO PIPOCA MICRO.NAT.100G                                 |35,00     |17500,00  |01011090|              |12/10/2015 10:19:37
7210 |SKINY CHEETOS ONDA 61G                                      |0,00      |16000,00  |01011090|              |12/10/2015 10:19:37
7211 |SUCO ADES LARANJA 200ML                                     |0,00      |16000,00  |01011090|              |12/10/2015 10:19:37
7212 |VINAGRE CASTELO ALCOOL 750ML                                |185,00    |37000,00  |22090000|              |12/10/2015 10:19:37
7213 |DESOD HYDRATTA AERO DEL.165ML                               |144,00    |72000,00  |01011090|              |12/10/2015 10:19:37
7214 |AGUARDENTE YPIOCA GUARANA 1LT                               |113,00    |112500,00 |01011090|              |12/10/2015 10:19:37
7215 |CESTO FECH.C/T JAGUAR 10LR017                               |341,00    |113500,00 |01011090|              |12/10/2015 10:19:37
7216 |DESOD REX.105G MASC.SPORTFAN                                |110,00    |109900,00 |330720  |              |12/10/2015 10:19:37
7217 |BALA FREEGELLS LOVE C.E.584G                                |55,00     |55000,00  |170490  |              |12/10/2015 10:19:37
7218 |MASCARA LANOX FORCA EXTREMA1K                               |690,00    |345000,00 |01011090|              |12/10/2015 10:19:37
7219 |SANDALIA HAV PRETA 45/46                                    |390,00    |130000,00 |64022000|              |12/10/2015 10:19:37
7220 |SHAMPOO BE.F.UP MAT.HI.300ML                                |0,00      |263000,00 |01011090|              |12/10/2015 10:19:37
7221 |BRONZEADOR +DORO PELOS H.300M                               |600,00    |120000,00 |01011090|              |12/10/2015 10:19:37
7222 |AZEITE COMP.BREJEIRO LT 200ML                               |30,00     |30000,00  |01011090|              |12/10/2015 10:19:37
7223 |CERVEJA ANTARCTICA SUBZERO 600ML                            |300,00    |60000,00  |22030000|              |12/10/2015 10:19:37
7224 |FRALDA LOOPING D.D.E.MED 20UN                               |488,00    |97500,00  |01011090|              |12/10/2015 10:19:37
7225 |FRALDA LOOPING D.D.E.GRD20UN                                |293,00    |97500,00  |01011090|              |12/10/2015 10:19:37
7226 |FRALDA LOOPING D.D.E.EXG 16UN                               |390,00    |97500,00  |01011090|              |12/10/2015 10:19:37
7227 |CATCHUP CIABON 190G                                         |63,00     |12500,00  |01011090|              |12/10/2015 10:19:37
7228 |ESMALTE IMP.N.JARDIM FLORES                                 |135,00    |27000,00  |01011090|              |12/10/2015 10:19:37
7229 |ESMALTE IMP.N.SONHO ALGODAO                                 |0,00      |27000,00  |01011090|              |12/10/2015 10:19:37
7230 |ESMALTE IMP.N.MUNDO COLORIDO                                |0,00      |27000,00  |01011090|              |12/10/2015 10:19:37
7231 |DESOD FEM POWDER 50ML                                       |360,00    |72000,00  |33072010|              |12/10/2015 10:19:37
7232 |MARGARINA CLAYBOM POTE 250G                                 |33,00     |16500,00  |01011090|              |12/10/2015 10:19:37
7233 |BALA IMP.MENTOLINA MACIA700G                                |385,00    |77000,00  |170490  |              |12/10/2015 10:19:37
7234 |BALA ICEKISS LOVE MENTA 600G                                |49,00     |49000,00  |170490  |              |12/10/2015 10:19:37
7235 |SUCO NECTAR UVA LA FRUIT 1LT                                |200,00    |50000,00  |22029900|              |12/10/2015 10:19:37
7236 |CESTO FECHADOC/T.JAGUAR30LT                                 |1020,00   |255000,00 |39249000|              |12/10/2015 10:19:37
7237 |DESOD REXONA NATURAL CARE105G                               |580,00    |116000,00 |330720  |              |12/10/2015 10:19:37
7238 |SHAMPOO 12 ERVAS T.TRI.V.500M                               |973,00    |194500,00 |01011090|              |12/10/2015 10:19:37
7239 |DEPIL FACIAL NEORLY HIPOA.30G                               |0,00      |105000,00 |01011090|              |12/10/2015 10:19:37
7240 |MASCARA TUTANOL LISO AB.300G                                |360,00    |120000,00 |01011090|              |12/10/2015 10:19:37
7241 |COND TUTANOL LISO ABSOL.300ML                               |600,00    |120000,00 |01011090|              |12/10/2015 10:19:37
7242 |SHAMPOO TUTANOL LISO AB.300ML                               |383,00    |127500,00 |01011090|              |12/10/2015 10:19:37
7243 |MASCARA B.F.UP MATIZ.HI.300ML                               |801,00    |267000,00 |01011090|              |12/10/2015 10:19:37
7244 |ALCOOL COMBATE 48GL 1000ML                                  |114,00    |28500,00  |01011090|              |12/10/2015 10:19:37
