id   |nome                                            |precoCusto|precoVenda|ncm     |referencia    |dataCadastro
10857|CREME HID.HIDRATTO P.LEITE500                          |0.45      |4.4900    |01011090|              |2015-10-12 10:19:37
10858|CREME HID.HIDRATTO OL.VT.500                           |0.45      |4.4900    |01011090|              |2015-10-12 10:19:37
10859|CREME HID.HIDRATTO O.GIRA.500                          |1.35      |4.4900    |01011090|              |2015-10-12 10:19:37
10860|CREME RACHADURA MARYHILL 250G                          |0.82      |4.0900    |01011090|              |2015-10-12 10:19:37
10861|CREME LUVA DE SILICONE 60G                             |1.70      |4.2500    |01011090|              |2015-10-12 10:19:37
10862|CREME HID.NEORLY AMENDOAS 240                          |1.14      |3.7900    |01011090|              |2015-10-12 10:19:37
10863|CREME HID.NEORLY AV.MEL 240ML                          |0.76      |3.7900    |01011090|              |2015-10-12 10:19:37
10864|CREME HID.NEORLY ROSA MES.240                          |1.14      |3.7900    |01011090|              |2015-10-12 10:19:37
10866|ARROZ PANELA MAGICA 5X1                                |2.62      |8.7400    |01011090|              |2015-10-12 10:19:37
10867|BISC WAFER CHOC.BRANCO 115G                            |0.50      |1.0000    |01011090|              |2015-10-12 10:19:37
10868|BISC BOLAMEL PAO DE MEL 340G                           |1.03      |2.5700    |01011090|              |2015-10-12 10:19:37
10870|CADERNO CRED.CD.PETALAS 10M                            |2.86      |9.5400    |01011090|              |2015-10-12 10:19:37
10871|CADERNO CRED.CD.MORMAII S10M                           |3.48      |11.5900   |01011090|              |2015-10-12 10:19:37
10872|CADERNO CRED.CD.FOXY 10M                               |5.05      |10.0900   |01011090|              |2015-10-12 10:19:37
10873|CADERNO CRED.CD.RASTRO 10M                             |5.82      |11.6400   |01011090|              |2015-10-12 10:19:37
10874|FEIJAO DANIELA T.2 1K                                  |0.80      |1.9900    |01011090|              |2015-10-12 10:19:37
10875|SABAO B.UNIC GLIC.5X1                                  |0.28      |2.8400    |01011090|              |2015-10-12 10:19:37
10876|CADERNO BATMAN TILIBRA 10MAT                           |0.00      |15.2900   |01011090|              |2015-10-12 10:19:37
10877|CADERNO LILICA R.TILIRA 10MAT                          |8.20      |16.3900   |01011090|              |2015-10-12 10:19:37
10878|CADERNO PRINCESAS TILIBRA 10M                          |3.28      |16.3900   |01011090|              |2015-10-12 10:19:37
10879|CADERNO MICKEY TILIBRA 10MA                            |4.72      |15.7400   |01011090|              |2015-10-12 10:19:37
10880|CADERNO URSI.CAR.TILIBRA 1MAT                          |4.00      |9.9900    |01011090|              |2015-10-12 10:19:37
10881|AMAC FOFO TRADICIONAL 2L                               |3.16      |6.3200    |01011090|              |2015-10-12 10:19:37
10882|MAIONESE ARISCO TRADICIONAL G                          |0.16      |1.5500    |210390  |              |2015-10-12 10:19:37
10883|CADERNO RATATOUILE CREDEAL 96                          |1.45      |2.8900    |01011090|              |2015-10-12 10:19:37
10884|CADERNO MARIE NORMA 96F                                |3.60      |7.1900    |01011090|              |2015-10-12 10:19:37
10885|CADERNO JEANBOOK NORMA 15MT                            |6.66      |16.6400   |01011090|              |2015-10-12 10:19:37
10886|CADERNO DUET NORMA 15MT                                |6.16      |20.5400   |01011090|              |2015-10-12 10:19:37
10887|CADERNO QUIQUIBISCUIT NORMA15                          |5.70      |18.9900   |01011090|              |2015-10-12 10:19:37
10888|CADERNO DEEP DARK NORMA 15MT                           |6.16      |20.5400   |01011090|              |2015-10-12 10:19:37
10889|CADERNO ESC.PERF.SMILINGUIDO                           |0.49      |4.9400    |01011090|              |2015-10-12 10:19:37
10890|LAPIS COR FABER CASTELL 12UN                           |0.76      |7.6400    |01011090|              |2015-10-12 10:19:37
10891|BISC RECH.ATREV.CHOC.B.115G                            |0.00      |0.6000    |01011090|              |2015-10-12 10:19:37
10892|SABONETE NIVEA AVEIA 90G                               |0.12      |1.2000    |340111  |              |2015-10-12 10:19:37
10893|SABONETE NIVEA CAMOMILA 90G                            |0.60      |1.2000    |340111  |              |2015-10-12 10:19:37
10895|SABONETE LUX MORANG.90G                                |0.12      |1.1500    |01011090|              |2015-10-12 10:19:37
10896|FEIJAO ECONOMIA T1 1KG                                 |0.00      |3.9900    |01011090|              |2015-10-12 10:19:37
10897|CERA BRIO LIQ.VERDE 750ML                              |1.33      |2.6600    |01011090|              |2015-10-12 10:19:37
10898|BISC DUNGA MARIA 800G                                  |0.00      |4.2900    |01011090|              |2015-10-12 10:19:37
10899|BISC PAVESINO ROSQ.COCO 800G                           |2.16      |5.4000    |01011090|              |2015-10-12 10:19:37
10900|BISC DUNGA AGUA SAL 400G                               |0.23      |2.2800    |01011090|              |2015-10-12 10:19:37
10901|FARINHA COCO LA VIOLETERA100G                          |0.76      |3.8000    |08011100|              |2015-10-12 10:19:37
10902|ACHOC NESCAU 2.0 NESTLE 400G                           |3.08      |7.7000    |01011090|              |2015-10-12 10:19:37
10903|ARROZ PAMPA TIPO 2 5X1                                 |0.00      |10.6200   |01011090|              |2015-10-12 10:19:37
10904|AZEITONA VERDES BONAMASSA 200                          |1.06      |2.6400    |01011090|              |2015-10-12 10:19:37
10905|BISC LE PETIT C.CRACKER 800G                           |2.15      |4.3000    |01011090|              |2015-10-12 10:19:37
10906|BISC BELCOCO ROSQ.COCO 400G                            |1.13      |3.7500    |19053100|              |2015-10-12 10:19:37
10907|DESOD REXONA MEN POWER 30ML                            |0.94      |2.3400    |01011090|              |2015-10-12 10:19:37
10910|ARROZ TEND TUDO 5X1                                    |0.00      |16.8000   |10063021|              |2015-10-12 10:19:37
10911|EXTRATO QUERO 350G                                     |1.90      |3.8000    |20029010|              |2015-10-12 10:19:37
10912|LEITE HID. DOVE SENSITIVE 200                          |0.00      |7.9900    |01011090|              |2015-10-12 10:19:37
10913|LEITE HID.DOVE SUPREME200ML                            |2.52      |12.6000   |33072010|              |2015-10-12 10:19:37
10914|LEITE SKALA AVEIA 500ML                                |1.77      |3.5400    |01011090|              |2015-10-12 10:19:37
10915|DETERG BRILHA AL.MAG.BRILL500                          |0.76      |3.8000    |01011090|              |2015-10-12 10:19:37
10916|EXTRATO TOMATE VAL 190G                                |0.22      |1.0900    |01011090|              |2015-10-12 10:19:37
10917|EXTRATO TOM.GOOIALLI 850G                              |0.72      |7.2000    |20029090|              |2015-10-12 10:19:37
10918|FERMENTO PO QUIMICO ROYAL100G                          |1.38      |2.7500    |21023000|              |2015-10-12 10:19:37
10919|ESCOVA MULTIUSO CONDOR                                 |0.90      |1.8000    |96039000|              |2015-10-12 10:19:37
10920|ARROZ A GREGA CRISTAL 250G                             |0.00      |4.1700    |01011090|              |2015-10-12 10:19:37
10921|ARROZ FRANGO E TOMATE 250G                             |0.42      |4.1700    |01011090|              |2015-10-12 10:19:37
10922|SANDALIA HAV 29/30 AZUL                                |0.00      |13.0000   |01019090|              |2015-10-12 10:19:37
10923|SANDALIA HAV 43/44 MARROM                              |3.90      |13.0000   |01019090|              |2015-10-12 10:19:37
10924|BUXA SUPER LIMPONA                                     |0.18      |0.6000    |01011090|              |2015-10-12 10:19:37
10925|LEITE COND.CAMPONESA 395G                              |0.94      |2.3400    |01011090|              |2015-10-12 10:19:37
10926|SANDALIA HAV 31/32 AZUL                                |3.90      |13.0000   |01019090|              |2015-10-12 10:19:37
10927|SANDALIA HAV 41/42 VEDDE                               |1.30      |13.0000   |01011090|              |2015-10-12 10:19:37
10928|SANDALIA HAV 35/36 VERDE MIL.                          |1.30      |13.0000   |01011090|              |2015-10-12 10:19:37
10929|DESINF ZUPP LAVANDA 2L                                 |0.42      |4.2000    |38089419|              |2015-10-12 10:19:37
10930|SABAO BARA GJ 1KG                                      |0.00      |3.0400    |01011090|              |2015-10-12 10:19:37
10931|SABAO BARRA GJ LIMAO 1KG                               |1.53      |3.0500    |01011090|              |2015-10-12 10:19:37
10932|COND PALM.ANT.CASPA 350ML                              |2.16      |7.2100    |01011090|              |2015-10-12 10:19:37
10933|SHAMPOO PAL.ANT.CASPA 350ML                            |1.20      |12.0000   |33051000|              |2015-10-12 10:19:37
10934|DETERG MINUANO NEUTRO 500ML                            |0.80      |2.0000    |01011090|              |2015-10-12 10:19:37
10935|AZULIM DILUIVEL LAVANDA 140 ML DESINFETANTE CONCENTRADO|1.95      |6.5000    |38089419|              |2015-10-12 10:19:37
10936|CREME DE LEITE MARAJOARA 200G                          |1.00      |2.5000    |04022130|              |2015-10-12 10:19:37
10937|DESINF POLITRIZ CLASSIC 1,75L                          |1.04      |2.5900    |380991  |              |2015-10-12 10:19:37
10938|BISC ELBIS MARIA 400G                                  |0.89      |2.9500    |01011090|              |2015-10-12 10:19:37
10939|BISC ROSQ.COCO DUNGA 800G                              |0.43      |4.2900    |01011090|              |2015-10-12 10:19:37
10940|AMACIANTE QBOA MACIEZ ALEGRIA AMARELO 2 LT             |2.34      |5.8500    |01011090|              |2015-10-12 10:19:37
10941|AMAC ROUPAS QBOA CARINHO 2L                            |2.40      |6.0000    |38099190|              |2015-10-12 10:19:37
10942|MILHO PIPOCA SINHA 500G                                |0.66      |3.3000    |10059010|              |2015-10-12 10:19:37
10943|SABAO PO KLIP 500G                                     |0.30      |3.0000    |01011090|              |2015-10-12 10:19:37
10944|CERA BRIO VERMELHA 750ML                               |0.83      |2.7600    |01011090|              |2015-10-12 10:19:37
10945|BISC COCO ZADIMEL 800G                                 |0.38      |3.7900    |01011090|              |2015-10-12 10:19:37
10946|SABAO PO TIXAN YPE NAT.1K                              |0.00      |3.9800    |01011090|              |2015-10-12 10:19:37
10947|CERA POLYLAR VERM.750ML                                |0.24      |2.3900    |01011090|              |2015-10-12 10:19:37
10948|CREME DENT.SORRISO SP.REF.90G                          |0.52      |2.6000    |01011090|              |2015-10-12 10:19:37
10949|POLVILHO DOCE MATUTO 500G                              |0.25      |1.2400    |01011090|              |2015-10-12 10:19:37
10950|AGUARDENTE ALEMA SOB.200ML                             |0.00      |11.0000   |01011090|              |2015-10-12 10:19:37
10951|HIDRAT MONANGE 200ML ROSA                              |0.37      |3.7000    |330720  |              |2015-10-12 10:19:37
10952|HIDRAT MONANGE 200ML SONHO V.                          |1.11      |3.7000    |01011090|              |2015-10-12 10:19:37
10953|DESINF VOREL FLORAL 2L                                 |1.85      |3.7000    |380991  |              |2015-10-12 10:19:37
10954|VINHO CANT.DO VALE 880ML                               |1.92      |4.8000    |22051000|              |2015-10-12 10:19:37
10955|ERVILHA ODERICH 200G                                   |0.88      |2.2000    |20054000|              |2015-10-12 10:19:37
10956|PRENDEDOR VARAL 12UND                                  |0.20      |1.0000    |01011090|              |2015-10-12 10:19:37
10957|FRALDA FLUFFY G 7X1                                    |1.43      |2.8500    |01011090|              |2015-10-12 10:19:37
10958|FRALDA FLUFFY 7X1 EG                                   |0.57      |2.8500    |01011090|              |2015-10-12 10:19:37
10959|FEIJAO LIDERANCA PRETO                                 |0.96      |4.8000    |10063021|              |2015-10-12 10:19:37
10960|PAPEL SUBLIME FLORAL 4X1                               |0.70      |1.7400    |01011090|              |2015-10-12 10:19:37
10961|SABONETE NIVEA F.ALOE VERA90G                          |0.12      |1.2000    |01011090|              |2015-10-12 10:19:37
10962|DESOD REXONA WOMEM SHINY135ML                          |1.55      |7.7500    |01011090|              |2015-10-12 10:19:37
10963|EXTRATO SOFRUTA LATA 140G                              |0.18      |0.8900    |01011090|              |2015-10-12 10:19:37
10964|PALMITO ACAI EM CON.YACO 500G                          |1.88      |9.4000    |01011090|              |2015-10-12 10:19:37
10965|SHAMPOO KANECHOMN MIX F C 350                          |0.60      |2.9900    |01011090|              |2015-10-12 10:19:37
10966|COND KANEC.MIX F.CITRUS 350ML                          |1.59      |3.1700    |01011090|              |2015-10-12 10:19:37
10967|AMAC COMFORT CLSSIC 1L                                 |0.87      |4.3500    |01011090|              |2015-10-12 10:19:37
10968|MASSA P.BOLO D.BENTA CHOC.450                          |0.21      |2.1400    |190190  |              |2015-10-12 10:19:37
10969|MASSA BOLO D.BENTA LARAN.450G                          |0.86      |2.1400    |01011090|              |2015-10-12 10:19:37
10970|DOCE GOIABADA STELLA D OURO                            |0.41      |1.3500    |200799  |              |2015-10-12 10:19:37
10971|FUBA DE MILHO CONFIANCA 500G                           |0.24      |0.6000    |01011090|              |2015-10-12 10:19:37
10972|CREME P.PENTEAR SOS CRESC.F0                           |1.89      |6.2900    |330499  |              |2015-10-12 10:19:37
10973|BEBIDA CANINHA DA ROCA 600ML                           |0.38      |3.7500    |01011090|              |2015-10-12 10:19:37
10974|FEIJAO ESMERALDA TP1 COMUM 1K                          |1.32      |3.2900    |01011090|              |2015-10-12 10:19:37
10975|SABAO PO TIXAN YPE 1K                                  |1.59      |3.9800    |01011090|              |2015-10-12 10:19:37
10976|FERMENTO PO ROYAL 250G                                 |2.60      |6.5000    |21023000|              |2015-10-12 10:19:37
10977|MAIONESE SAUDE 250G                                    |0.60      |1.2000    |01011090|              |2015-10-12 10:19:37
10978|LAMPADA OSRAM 60W                                      |0.17      |1.7000    |01011090|              |2015-10-12 10:19:37
10979|LEITE DE COCO PINDORAMA 200ML                          |0.00      |1.4400    |01011090|              |2015-10-12 10:19:37
10980|AZEITONA CASTELAR 100G                                 |0.45      |1.4900    |01011090|              |2015-10-12 10:19:37
10981|BISC ZADIMEL LEITE 800G                                |0.00      |3.7500    |01011090|              |2015-10-12 10:19:37
10982|EXTRATO TOMATE BONAMASSA 260G                          |0.17      |1.6500    |01011090|              |2015-10-12 10:19:37
10983|SABAO BARRA ARPE 5X1                                   |0.88      |2.9400    |01011090|              |2015-10-12 10:19:37
10984|DESINF P.PLUS POLIT.ALFAZ.500                          |0.61      |1.2100    |380991  |              |2015-10-12 10:19:37
10985|DESINF BELLA PINHO 2L                                  |0.49      |2.4400    |01011090|              |2015-10-12 10:19:37
10986|MACARRAO BORTOLINI PAR.500G                            |0.14      |1.4400    |01011090|              |2015-10-12 10:19:37
10987|MACARRAO BORTOLINI P.NOSSO500                          |0.72      |1.4400    |01011090|              |2015-10-12 10:19:37
10988|ARROZ DOURA T1 5X1                                     |0.77      |7.7200    |10063021|              |2015-10-12 10:19:37
10989|CERA POLYLAR VERDE 750ML                               |0.72      |2.3900    |01011090|              |2015-10-12 10:19:37
10990|CERA POLYLAR AMARELA 750ML                             |0.72      |2.3900    |01011090|              |2015-10-12 10:19:37
10991|VELA ASA BRANCA 16G 8X1                                |0.70      |3.5000    |01011090|              |2015-10-12 10:19:37
10992|AMAC URCA HERBAL 2L                                    |0.97      |4.8500    |380991  |              |2015-10-12 10:19:37
10993|AMAC URCA BRISA 2L                                     |2.40      |4.8000    |380991  |              |2015-10-12 10:19:37
10994|MACARRAO VILMA ESP.500G                                |0.16      |1.6400    |01011090|              |2015-10-12 10:19:37
10995|FARINHA TRIGO VILMA 1KG                                |0.63      |2.1000    |01011090|              |2015-10-12 10:19:37
10996|CADERNO CAPA D.NORMA COL.96F                           |0.20      |1.9900    |01011090|              |2015-10-12 10:19:37
10997|CADERNO CAPA D.NOR.COL.96FV.                           |0.20      |1.9900    |01011090|              |2015-10-12 10:19:37
10998|CADERNO CAPA D.NOR.COL.V.48F.                          |0.14      |1.3900    |01011090|              |2015-10-12 10:19:37
10999|FARINHA DE COCO LAVIOLET.50G                           |0.18      |0.8900    |080111  |              |2015-10-12 10:19:37
11000|SABAO PO INVICTO MACIEZ500G                            |0.00      |2.0400    |01011090|              |2015-10-12 10:19:37
11001|SABAO BARRA ARPE GLIC.COC.5X1                          |1.18      |2.9400    |01011090|              |2015-10-12 10:19:37
11002|SABAO TIXAN YPE NATUREZA 500G                          |0.77      |3.8500    |3402    |              |2015-10-12 10:19:37
11003|FARINHA DE COCO PINDORAMA50G                           |0.30      |0.7400    |01011090|              |2015-10-12 10:19:37
11004|AZEITONA VERDE TING 500G                               |0.60      |5.9900    |01011090|              |2015-10-12 10:19:37
11005|VINAGRE TOSCANO CLARO 750ML                            |0.58      |1.4500    |01011090|              |2015-10-12 10:19:37
11006|CADERNO ESP.NARUTO 15X1                                |10.99     |21.9800   |01011090|              |2015-10-12 10:19:37
11007|CADERNO ESP.NARUTO 10X1                                |3.07      |15.3400   |01011090|              |2015-10-12 10:19:37
11008|PANO DE CHAO ATOALHADO 70X60                           |2.10      |7.0000    |63052000|              |2015-10-12 10:19:37
11009|PANO SACO PARA CHAO 55X80                              |0.17      |1.7000    |01011090|              |2015-10-12 10:19:37
11010|VASILHA MARMITA C.TERMOP                               |4.20      |13.9900   |01011090|              |2015-10-12 10:19:37
11011|AMAC QBOA HARMONIA 2L                                  |1.60      |4.0000    |01011090|              |2015-10-12 10:19:37
11012|AMAC SEMP VIVA BRISA DA M.2L                           |1.23      |2.4500    |01011090|              |2015-10-12 10:19:37
11013|BARBANTE SOB.VERD.BAND.ECO17                           |1.73      |5.7500    |01011090|              |2015-10-12 10:19:37
11014|BARBANTE SOB.PINK ECO11300M                            |2.30      |5.7500    |01011090|              |2015-10-12 10:19:37
11015|BARBANTE SOB.BORDO ECO14 300M                          |0.58      |5.7500    |01011090|              |2015-10-12 10:19:37
11016|BARBANTE SOB.AZ.TURQ.ECO8 300                          |0.00      |5.7500    |01011090|              |2015-10-12 10:19:37
11017|SUCO DE MARACUJA PIND.500ML                            |0.90      |2.9900    |01011090|              |2015-10-12 10:19:37
11018|COTONETES TOPZ 75UN                                    |0.60      |1.5000    |56012190|              |2015-10-12 10:19:37
11019|ISQUEIRO BIC MAXI                                      |0.43      |4.2500    |96131000|              |2015-10-12 10:19:37
11020|DESINF PINHO EUCALIPTO URCA2L                          |0.82      |4.1000    |01011090|              |2015-10-12 10:19:37
11021|DETERG LIMPOL COCO 500ML                               |1.20      |2.4000    |34022000|              |2015-10-12 10:19:37
11022|EXTRATO OLE LATA 350G                                  |0.59      |1.4700    |01011090|              |2015-10-12 10:19:37
11023|AZEITONA TINQ 170G                                     |0.17      |1.6800    |01011090|              |2015-10-12 10:19:37
11024|DESINF PINHO POLIT.LAVAN.1,75                          |0.35      |3.5000    |380991  |              |2015-10-12 10:19:37
11025|AMAC LAVARTE SONHOS AZUIS2L                            |1.31      |3.2800    |01011090|              |2015-10-12 10:19:37
11026|SABONETE PALMOLIVE C.VIT.E150                          |0.20      |1.9900    |34011190|              |2015-10-12 10:19:37
11027|FEIJAO CALIFORNIA CARIOCA 1K                           |0.00      |7.7500    |10063021|              |2015-10-12 10:19:37
11028|FEIJAO LIDERANCA CARIOCA 1K                            |2.25      |7.5000    |10063021|              |2015-10-12 10:19:37
11029|FEIJAO GOL TP 1 1K                                     |1.56      |3.9000    |071333  |              |2015-10-12 10:19:37
11030|LEITE DE ROSAS TRAD.100ML                              |1.36      |3.4000    |33072010|              |2015-10-12 10:19:37
11031|LEITE DE ROSAS TRAD.60ML                               |0.46      |2.3000    |33072010|              |2015-10-12 10:19:37
11032|COTONETES COTTON 75UN                                  |0.00      |0.7900    |01011090|              |2015-10-12 10:19:37
11033|ADOCANTE ADOCYL 100ML                                  |0.00      |3.2500    |21069090|              |2015-10-12 10:19:37
11034|ESPONJA SCOTCH BRITE 3M                                |0.00      |1.0500    |680530  |              |2015-10-12 10:19:37
11035|AMAC FOFO ORQ.E LAVAN.500ML                            |0.85      |1.6900    |01011090|              |2015-10-12 10:19:37
11036|SABAO PO YPE PREMIUM ECOL500G                          |2.68      |5.3500    |01011090|              |2015-10-12 10:19:37
11037|EXTRATO TOM.BONAMASSA 190G                             |0.10      |0.9900    |200290  |              |2015-10-12 10:19:37
11038|CREME DE LEITE BOM GOSTO 200G                          |0.50      |1.2400    |01011090|              |2015-10-12 10:19:37
11039|LEITE COND.BOM GOSTO 270G                              |0.90      |1.7900    |01011090|              |2015-10-12 10:19:37
11040|AMAC SIM SOSSEGO 2L                                    |1.32      |3.2900    |01011090|              |2015-10-12 10:19:37
11041|COND NEOKIDS ALOE V.E F.V.350                          |0.54      |5.3900    |01011090|              |2015-10-12 10:19:37
11042|PAPEL HIG.BELLA 4X1                                    |0.00      |1.5100    |01011090|              |2015-10-12 10:19:37
11043|CERA PERF.BELLA WAX VERM.750                           |0.92      |1.8400    |01011090|              |2015-10-12 10:19:37
11044|CERA PERF.BELLA WAX INC.750M                           |0.38      |1.8900    |01011090|              |2015-10-12 10:19:37
11045|DESINF PINHO P.POLI.EUC.1,75                           |0.00      |3.5000    |380991  |              |2015-10-12 10:19:37
11046|MACARRAO PARAF.LIANE 500G                              |0.68      |2.2500    |01011090|              |2015-10-12 10:19:37
11047|ACUCAR CRIST.PEROLA 5KG                                |4.00      |7.9900    |01011090|              |2015-10-12 10:19:37
11048|DESOD RED APPL.50ML ROL SEN.                           |0.00      |3.3400    |330720  |              |2015-10-12 10:19:37
11049|PAPEL HIG.FAMIL.SOFT 4X1                               |0.38      |1.2800    |01011090|              |2015-10-12 10:19:37
11050|BEBIDA C.ROCA CARV.965ML                               |5.45      |10.9000   |22089000|              |2015-10-12 10:19:37
11051|ACUCAR CRISTAL PEROLA 2KG                              |1.50      |3.0000    |01011090|              |2015-10-12 10:19:37
11052|ACUCAR CRISTAL MASTER 5KG                              |2.80      |6.9900    |01011090|              |2015-10-12 10:19:37
11053|FEIJAO CRISTAL PRETO 1X1                               |5.25      |10.5000   |10063021|              |2015-10-12 10:19:37
11054|SABAO PO INVICTO MACIES 1KG                            |0.75      |3.7500    |01011090|              |2015-10-12 10:19:37
11055|DESINF PINHO BRIL LAVANDA 1L                           |1.28      |6.4000    |38089419|              |2015-10-12 10:19:37
11056|MARGARINA QUALY 250G                                   |2.10      |4.2000    |15171000|              |2015-10-12 10:19:37
11057|FEIJAO DA MONICA CARIOCA 1K                            |0.52      |2.6000    |07133399|              |2015-10-12 10:19:37
11058|AZEITONA CASTELAR 500G                                 |1.38      |4.6000    |01011090|              |2015-10-12 10:19:37
11059|CADERNO SMILINGUIDO 96F                                |1.28      |3.2000    |01011090|              |2015-10-12 10:19:37
11060|CADERNO NARUTO 96F 4,69                                |1.88      |4.6900    |01011090|              |2015-10-12 10:19:37
11061|CADERNO RADIATOR SP.RALLY96F                           |1.30      |4.3400    |01011090|              |2015-10-12 10:19:37
11062|CADERNO MORANGUINHO 96F                                |1.41      |4.6900    |01011090|              |2015-10-12 10:19:37
11063|CADERNO BARBIE 96F                                     |0.00      |4.6900    |01011090|              |2015-10-12 10:19:37
11064|CADERNO MAIS 8MT.160F                                  |1.65      |5.5000    |01011090|              |2015-10-12 10:19:37
11065|CADERNO MAIS 10M 200F                                  |1.96      |4.9000    |01011090|              |2015-10-12 10:19:37
11066|CADERNO CRED. HAPPY 12M 168F                           |1.76      |5.8500    |01011090|              |2015-10-12 10:19:37
11067|CADERNO HOTWEELS TILIBRA 16M                           |9.58      |23.9400   |01011090|              |2015-10-12 10:19:37
11068|CADERNO MAIS 10M 140F                                  |2.12      |5.2900    |01011090|              |2015-10-12 10:19:37
11069|LAPIS MULTICOLOR 12CORES PICZ                          |0.44      |2.2000    |01011090|              |2015-10-12 10:19:37
11070|LAPIS MULTICOLOR 24CORES PICZ                          |0.43      |4.2900    |01011090|              |2015-10-12 10:19:37
11071|CREME DE LEITE ITALAC 200G                             |0.35      |3.5000    |04022130|              |2015-10-12 10:19:37
11072|SHAMPOO KANECHOMN COLOR T.350                          |1.45      |2.8900    |01011090|              |2015-10-12 10:19:37
11073|COND KANECHOMN COL.T.350ML                             |1.05      |3.4900    |01011090|              |2015-10-12 10:19:37
11074|DESINF VOREL STAR EUCAL.2L                             |1.11      |3.7000    |01011090|              |2015-10-12 10:19:37
11075|FARINHA DE MAND.M.BRAS.500G                            |0.72      |1.4400    |01011090|              |2015-10-12 10:19:37
11076|TINTURA NUTRISE GRAF.N.30                              |4.92      |16.4000   |33059000|              |2015-10-12 10:19:37
11077|SABAO EM PO SURF FOFO 500G                             |0.52      |1.7400    |01011090|              |2015-10-12 10:19:37
11078|SABAO BARRA GJ AZUL 5X1                                |0.31      |3.0500    |01011090|              |2015-10-12 10:19:37
11079|CERA BRIO INCOLOR 750ML                                |0.90      |2.2400    |01011090|              |2015-10-12 10:19:37
11080|ACUCAR CRISTAL MASTER 2KG                              |0.28      |2.8000    |01011090|              |2015-10-12 10:19:37
11081|AGUARDENTE COROTE 500ML                                |0.75      |1.5000    |01011090|              |2015-10-12 10:19:37
11082|DESINF VOREL START 2L EUCAL.                           |0.93      |4.6500    |38089419|              |2015-10-12 10:19:37
11083|SABONETE PAL.LEIT.P.ROSAS 90G                          |0.75      |1.5000    |34011190|              |2015-10-12 10:19:37
11084|GARRAFA DE MESA PERS.500ML                             |1.39      |13.8900   |961700  |              |2015-10-12 10:19:37
11085|SODA CAUST.LIPON 1KG                                   |3.08      |6.1500    |01011090|              |2015-10-12 10:19:37
11086|SABAO SURF JASMIM E LIRIOS 1K                          |0.72      |3.5900    |01011090|              |2015-10-12 10:19:37
11087|ERVILHA BONAMASSA 200G                                 |0.44      |1.0900    |01011090|              |2015-10-12 10:19:37
11088|EXTRATO TOMATE SOFRUTAS 850G                           |1.77      |3.5400    |210320  |              |2015-10-12 10:19:37
11089|FRALDA LOOPING 8X1 DUMBO XG                            |1.13      |3.7500    |01011090|              |2015-10-12 10:19:37
11090|FRALDA SUP.FLUFFY 7X1 G                                |1.45      |2.8900    |01011090|              |2015-10-12 10:19:37
11091|ESPONJA TININDO LIMP.PESADA                            |0.23      |1.1500    |68053010|              |2015-10-12 10:19:37
11092|SABAO INVICTO SUPERACAO 1K                             |1.90      |3.7900    |01011090|              |2015-10-12 10:19:37
11093|SABAO BARRA BRISA SKY GLI.5X1                          |0.73      |3.6400    |01011090|              |2015-10-12 10:19:37
11094|AGUARDENTE CANINHA SERT.500ML                          |1.35      |2.7000    |01011090|              |2015-10-12 10:19:37
11097|MILHO FLOCADA BONOMILHO 500G                           |0.22      |1.1000    |01011090|              |2015-10-12 10:19:37
11099|COND SKALA CERAMIDASG3 1000G                           |2.88      |7.2000    |33059000|              |2015-10-12 10:19:37
11100|LEITE COND.ITALAC TRAD.395G                            |0.00      |5.9000    |04029900|              |2015-10-12 10:19:37
11102|AGUA OX.CREMOSA VOL.20 FARMX                           |0.00      |1.0000    |01011090|              |2015-10-12 10:19:37
11103|DESOD REXONA WOMEN 30ML                                |0.92      |4.6000    |330720  |              |2015-10-12 10:19:37
11104|DESOD REXONA POWER MEN 30ML                            |0.00      |2.6900    |01011090|              |2015-10-12 10:19:37
11105|COND PETALAS ALOE VERA 1KG                             |1.56      |3.9000    |01011090|              |2015-10-12 10:19:37
11106|COND PETALAS DURAZNO 1KG                               |0.78      |3.9000    |01011090|              |2015-10-12 10:19:37
11107|BISC SORT.KROKERO LEITE 1K                             |2.30      |4.6000    |01011090|              |2015-10-12 10:19:37
11108|BISC SEQ.LARANJA KROKERO 300G                          |0.71      |2.3500    |01011090|              |2015-10-12 10:19:37
11109|DETERG LIMPOL 500ML LARANJA                            |0.48      |2.4000    |01011090|              |2015-10-12 10:19:37
11110|MAIONESE SOYA 500G                                     |0.35      |3.5000    |21039011|              |2015-10-12 10:19:37
11111|SABONETE NIVEA B.F.LAR.90G                             |0.60      |1.2000    |01011090|              |2015-10-12 10:19:37
11112|COND CAPI VIDA ALOE PROG.350G                          |1.95      |3.8900    |01011090|              |2015-10-12 10:19:37
11113|PAPEL HIG.NOTAVEL 4X1                                  |0.38      |1.9000    |01011090|              |2015-10-12 10:19:37
11114|BISC ELBIS CHOCOLATE 130G                              |0.18      |0.9000    |01011090|              |2015-10-12 10:19:37
11115|BISC RECH.MORANGO ELBIS 130G                           |0.11      |1.1000    |01011090|              |2015-10-12 10:19:37
11116|MACARRAO CRIST.PRAF.500G                               |0.57      |2.8500    |01011090|              |2015-10-12 10:19:37
11117|FEIJAO TERRA NOVA 1K                                   |0.20      |1.9900    |01011090|              |2015-10-12 10:19:37
11118|DESINF VOREL PINHO 2L                                  |0.90      |4.5000    |380894  |              |2015-10-12 10:19:37
